ID,Maths,Science
89515,61,42
89516,47,71
89517,83,55
89518,54,52
89519,65,57
89520,48,42
89521,91,80
89522,51,56
89523,62,99
89524,58,48
89525,64,62
89526,43,77
89527,47,91
89528,43,99
89529,45,91
89530,44,92
89531,70,66
89532,71,61
89533,64,68
89534,66,50
89535,49,49
89536,68,90
89537,44,45
89538,60,71
89539,83,51
89540,58,80
89541,72,55
89542,57,45
89543,96,81
89544,78,83
89545,67,89
89546,85,89
89547,59,47
89548,41,63
89549,96,51
89550,72,70
89551,47,75
89552,50,83
89553,57,64
89554,69,76
89555,80,91
89556,95,55
89557,75,53
89558,69,59
89559,49,57
89560,85,87
89561,56,86
89562,88,97
89563,63,82
89564,100,62
89565,76,74
89566,41,92
89567,55,83
89568,92,66
89569,88,94
89570,78,89
89571,44,64
89572,83,92
89573,50,44
89574,77,86
89575,84,67
89576,82,49
89577,49,85
89578,59,99
89579,68,98
89580,100,64
89581,60,86
89582,44,49
89583,49,82
89584,61,42
89585,87,98
89586,69,41
89587,49,77
89588,59,98
89589,51,45
89590,100,71
89591,86,95
89592,97,78
89593,95,58
89594,74,93
89595,60,84
89596,54,93
89597,48,74
89598,74,46
89599,76,51
89600,53,76
89601,81,50
89602,41,62
89603,91,89
89604,77,65
89605,80,45
89606,61,65
89607,76,78
89608,46,59
89609,49,53
89610,51,58
89611,43,93
89612,58,50
89613,72,91
89614,63,47
89615,63,61
89616,78,54
89617,55,74
89618,80,62
89619,86,56
89620,62,77
89621,89,87
89622,40,65
89623,56,88
89624,77,91
89625,91,100
89626,68,95
89627,49,95
89628,78,48
89629,46,45
89630,71,51
89631,67,55
89632,80,45
89633,51,47
89634,62,76
89635,63,82
89636,61,86
89637,99,82
89638,82,48
89639,41,51
89640,90,64
89641,61,73
89642,59,43
89643,60,47
89644,79,83
89645,86,40
89646,98,97
89647,58,82
89648,76,71
89649,42,79
89650,90,90
89651,76,69
89652,73,41
89653,82,98
89654,75,53
89655,47,66
89656,60,47
89657,74,75
89658,100,45
89659,48,61
89660,77,79
89661,47,58
89662,42,47
89663,95,87
89664,53,88
89665,93,55
89666,87,82
89667,82,40
89668,98,68
89669,97,67
89670,70,69
89671,48,45
89672,52,49
89673,40,96
89674,43,77
89675,47,41
89676,88,56
89677,86,51
89678,92,85
89679,56,62
89680,97,64
89681,70,70
89682,68,66
89683,89,55
89684,44,72
89685,54,88
89686,89,90
89687,46,96
89688,47,92
89689,100,61
89690,82,40
89691,41,52
89692,89,86
89693,75,85
89694,40,62
89695,57,78
89696,79,67
89697,67,79
89698,60,74
89699,72,83
89700,45,69
89701,93,92
89702,79,55
89703,68,78
89704,96,90
89705,86,92
89706,42,62
89707,90,41
89708,87,76
89709,50,81
89710,94,76
89711,70,100
89712,52,64
89713,98,74
89714,54,66
89715,65,64
89716,93,80
89717,94,41
89718,80,77
89719,86,94
89720,45,89
89721,61,81
89722,64,71
89723,50,96
89724,89,83
89725,54,68
89726,94,84
89727,65,47
89728,84,69
89729,90,88
89730,73,48
89731,77,76
89732,73,55
89733,72,65
89734,64,41
89735,47,76
89736,88,49
89737,85,87
89738,83,66
89739,86,67
89740,41,87
89741,90,93
89742,90,51
89743,77,70
89744,48,58
89745,94,49
89746,40,43
89747,56,95
89748,44,67
89749,53,93
89750,66,67
89751,97,82
89752,88,47
89753,49,49
89754,86,68
89755,64,61
89756,94,77
89757,93,40
89758,45,55
89759,62,76
89760,51,98
89761,62,58
89762,53,76
89763,57,55
89764,83,60
89765,82,49
89766,77,65
89767,99,67
89768,87,82
89769,90,60
89770,88,84
89771,54,78
89772,62,79
89773,57,73
89774,80,85
89775,67,57
89776,95,48
89777,79,43
89778,84,100
89779,42,93
89780,95,60
89781,42,66
89782,49,50
89783,97,87
89784,42,47
89785,81,90
89786,48,81
89787,41,52
89788,56,47
89789,69,93
89790,66,58
89791,72,78
89792,58,71
89793,98,49
89794,95,47
89795,89,56
89796,66,48
89797,100,79
89798,59,47
89799,77,52
89800,41,93
89801,99,66
89802,93,41
89803,83,75
89804,99,71
89805,45,67
89806,74,69
89807,54,87
89808,97,83
89809,51,66
89810,52,84
89811,91,70
89812,76,84
89813,45,63
89814,79,51
89815,93,72
89816,95,76
89817,73,98
89818,92,72
89819,85,47
89820,95,84
89821,49,57
89822,75,91
89823,45,92
89824,89,52
89825,81,44
89826,47,86
89827,89,69
89828,46,61
89829,41,81
89830,62,46
89831,87,65
89832,82,62
89833,52,69
89834,50,63
89835,53,77
89836,75,92
89837,66,46
89838,50,68
89839,96,94
89840,78,52
89841,58,52
89842,97,96
89843,74,50
89844,80,44
89845,44,71
89846,67,65
89847,67,54
89848,63,81
89849,42,78
89850,49,67
89851,58,73
89852,97,40
89853,98,58
89854,97,49
89855,83,83
89856,60,96
89857,100,82
89858,55,58
89859,44,97
89860,65,41
89861,97,57
89862,89,82
89863,77,47
89864,59,93
89865,97,40
89866,85,43
89867,65,71
89868,49,88
89869,48,62
89870,98,43
89871,68,59
89872,42,75
89873,57,48
89874,57,67
89875,60,59
89876,78,64
89877,40,68
89878,87,53
89879,93,52
89880,75,53
89881,88,86
89882,79,68
89883,93,64
89884,89,53
89885,42,87
89886,65,56
89887,45,56
89888,62,52
89889,41,73
89890,58,46
89891,60,95
89892,67,61
89893,80,48
89894,78,90
89895,75,56
89896,49,78
89897,86,84
89898,76,63
89899,54,55
89900,79,59
89901,57,85
89902,86,74
89903,61,80
89904,89,86
89905,65,50
89906,60,74
89907,90,50
89908,43,86
89909,99,88
89910,97,71
89911,77,45
89912,48,89
89913,41,97
89914,55,98
89915,67,64
89916,86,60
89917,63,43
89918,48,54
89919,88,48
89920,45,43
89921,46,75
89922,52,43
89923,67,58
89924,100,75
89925,91,68
89926,71,90
89927,96,65
89928,56,72
89929,45,65
89930,82,78
89931,96,58
89932,46,95
89933,53,50
89934,97,95
89935,58,80
89936,45,70
89937,76,45
89938,53,98
89939,47,65
89940,58,71
89941,77,47
89942,62,60
89943,87,55
89944,94,72
89945,90,40
89946,53,83
89947,80,61
89948,74,68
89949,76,82
89950,67,87
89951,74,61
89952,78,92
89953,52,59
89954,100,51
89955,74,65
89956,91,72
89957,89,85
89958,84,95
89959,70,89
89960,84,78
89961,67,96
89962,76,87
89963,71,87
89964,67,61
89965,79,47
89966,67,98
89967,45,67
89968,93,66
89969,64,93
89970,90,43
89971,48,81
89972,94,69
89973,72,69
89974,49,89
89975,74,71
89976,45,62
89977,56,60
89978,93,66
89979,48,59
89980,56,46
89981,75,71
89982,86,88
89983,78,77
89984,57,53
89985,63,63
89986,47,47
89987,79,74
89988,47,75
89989,98,84
89990,78,76
89991,89,57
89992,55,41
89993,86,75
89994,51,57
89995,57,50
89996,97,77
89997,83,90
89998,99,61
89999,65,76
90000,85,43
90001,69,47
90002,73,43
90003,95,65
90004,46,63
90005,77,96
90006,56,89
90007,68,74
90008,83,70
90009,51,88
90010,84,48
90011,100,86
90012,77,78
90013,92,86
90014,90,93
90015,79,56
90016,90,84
90017,95,47
90018,40,86
90019,61,89
90020,91,63
90021,74,75
90022,49,78
90023,96,55
90024,41,66
90025,81,94
90026,82,46
90027,65,91
90028,63,76
90029,86,40
90030,46,57
90031,99,46
90032,52,71
90033,48,94
90034,82,95
90035,91,68
90036,91,66
90037,87,67
90038,88,82
90039,85,78
90040,87,40
90041,67,45
90042,98,94
90043,75,78
90044,58,95
90045,46,65
90046,84,95
90047,74,90
90048,46,72
90049,51,50
90050,63,97
90051,96,47
90052,46,94
90053,67,97
90054,56,48
90055,40,58
90056,81,98
90057,90,84
90058,97,53
90059,58,100
90060,74,66
90061,81,41
90062,79,59
90063,83,52
90064,90,63
90065,83,82
90066,40,75
90067,66,82
90068,66,71
90069,40,80
90070,86,74
90071,77,42
90072,82,83
90073,50,46
90074,53,78
90075,82,58
90076,70,72
90077,43,88
90078,87,81
90079,58,87
90080,73,74
90081,76,77
90082,74,74
90083,78,59
90084,76,91
90085,59,58
90086,96,75
90087,40,90
90088,79,67
90089,66,80
90090,59,80
90091,56,55
90092,46,55
90093,100,47
90094,43,70
90095,50,50
90096,70,61
90097,100,78
90098,73,71
90099,49,81
90100,80,95
90101,92,90
90102,58,64
90103,59,49
90104,57,46
90105,66,57
90106,96,71
90107,79,81
90108,95,68
90109,75,95
90110,95,91
90111,66,74
90112,74,98
90113,92,90
90114,40,42
90115,87,70
90116,82,70
90117,40,77
90118,97,70
90119,86,60
90120,59,89
90121,85,68
90122,44,73
90123,48,57
90124,71,88
90125,82,76
90126,64,58
90127,99,90
90128,99,59
90129,44,91
90130,86,86
90131,76,43
90132,87,45
90133,95,95
90134,54,40
90135,90,46
90136,81,54
90137,97,88
90138,90,40
90139,73,54
90140,81,62
90141,49,51
90142,59,70
90143,56,99
90144,69,60
90145,69,82
90146,79,65
90147,87,67
90148,77,83
90149,53,69
90150,66,81
90151,93,73
90152,90,54
90153,51,59
90154,56,90
90155,88,71
90156,59,51
90157,90,52
90158,66,42
90159,49,97
90160,70,50
90161,73,58
90162,95,81
90163,51,98
90164,67,63
90165,65,43
90166,66,81
90167,50,83
90168,92,41
90169,60,84
90170,67,73
90171,94,85
90172,99,44
90173,67,71
90174,94,57
90175,81,98
90176,57,93
90177,42,41
90178,95,44
90179,55,53
90180,70,76
90181,92,77
90182,55,63
90183,47,77
90184,69,69
90185,90,65
90186,99,85
90187,50,73
90188,85,86
90189,85,51
90190,51,49
90191,58,91
90192,54,79
90193,94,81
90194,65,99
90195,86,78
90196,96,79
90197,98,72
90198,45,70
90199,81,82
90200,98,94
90201,74,81
90202,44,95
90203,40,80
90204,77,99
90205,75,61
90206,92,41
90207,43,94
90208,62,45
90209,53,61
90210,63,55
90211,91,40
90212,82,53
90213,51,55
90214,80,73
90215,85,81
90216,54,91
90217,51,68
90218,70,97
90219,71,100
90220,80,72
90221,77,54
90222,54,85
90223,58,82
90224,99,62
90225,87,58
90226,47,99
90227,84,47
90228,64,71
90229,53,54
90230,94,100
90231,60,93
90232,97,79
90233,65,99
90234,44,91
90235,71,81
90236,70,48
90237,51,80
90238,60,62
90239,81,79
90240,65,85
90241,93,50
90242,92,46
90243,84,61
90244,54,74
90245,58,67
90246,85,61
90247,57,69
90248,79,75
90249,45,62
90250,60,92
90251,43,43
90252,74,95
90253,41,48
90254,73,68
90255,55,88
90256,58,85
90257,54,49
90258,88,78
90259,83,100
90260,55,95
90261,72,93
90262,66,63
90263,88,84
90264,44,95
90265,56,59
90266,46,99
90267,50,72
90268,53,89
90269,100,62
90270,56,70
90271,71,50
90272,59,48
90273,44,44
90274,86,93
90275,76,92
90276,75,53
90277,49,100
90278,64,56
90279,88,49
90280,87,65
90281,89,41
90282,43,93
90283,93,73
90284,73,93
90285,89,67
90286,97,98
90287,82,64
90288,59,99
90289,75,60
90290,40,61
90291,80,65
90292,70,42
90293,79,48
90294,76,100
90295,40,57
90296,40,59
90297,97,81
90298,97,57
90299,85,98
90300,43,60
90301,82,89
90302,85,82
90303,64,50
90304,79,78
90305,58,60
90306,57,52
90307,42,60
90308,86,74
90309,76,88
90310,61,66
90311,96,83
90312,70,99
90313,57,40
90314,56,62
90315,65,58
90316,98,82
90317,87,45
90318,57,79
90319,72,86
90320,92,87
90321,57,85
90322,49,90
90323,81,59
90324,92,71
90325,75,78
90326,51,57
90327,84,80
90328,66,40
90329,62,52
90330,100,94
90331,56,95
90332,80,87
90333,46,54
90334,56,81
90335,46,74
90336,43,40
90337,47,49
90338,64,47
90339,90,57
90340,57,52
90341,50,68
90342,57,46
90343,98,83
90344,66,96
90345,93,79
90346,68,45
90347,86,82
90348,96,43
90349,46,99
90350,65,48
90351,67,89
90352,68,48
90353,98,93
90354,65,85
90355,75,50
90356,62,57
90357,74,98
90358,94,88
90359,98,53
90360,74,60
90361,98,79
90362,68,80
90363,47,84
90364,47,85
90365,85,43
90366,57,67
90367,58,83
90368,41,56
90369,83,79
90370,58,69
90371,86,43
90372,64,86
90373,56,59
90374,59,56
90375,83,42
90376,44,42
90377,54,84
90378,49,95
90379,61,81
90380,67,40
90381,69,46
90382,58,45
90383,45,46
90384,99,85
90385,76,77
90386,54,66
90387,52,67
90388,44,62
90389,75,49
90390,99,69
90391,49,69
90392,53,94
90393,45,53
90394,45,98
90395,74,82
90396,61,84
90397,52,85
90398,97,78
90399,58,58
90400,78,48
90401,55,66
90402,53,40
90403,86,79
90404,41,55
90405,73,98
90406,55,81
90407,45,51
90408,70,80
90409,77,97
90410,75,51
90411,40,58
90412,48,74
90413,80,70
90414,87,91
90415,94,94
90416,77,43
90417,48,64
90418,76,53
90419,63,84
90420,61,53
90421,87,61
90422,76,95
90423,75,96
90424,56,53
90425,83,51
90426,65,44
90427,56,68
90428,83,54
90429,94,89
90430,67,56
90431,82,74
90432,77,75
90433,62,81
90434,46,87
90435,63,85
90436,67,41
90437,100,54
90438,100,51
90439,44,82
90440,71,49
90441,69,62
90442,95,75
90443,59,52
90444,77,59
90445,67,68
90446,71,76
90447,58,75
90448,97,97
90449,99,74
90450,56,66
90451,94,54
90452,86,94
90453,50,83
90454,50,79
90455,92,80
90456,96,42
90457,40,87
90458,71,66
90459,42,90
90460,92,76
90461,43,96
90462,49,42
90463,76,76
90464,62,51
90465,75,77
90466,56,51
90467,40,72
90468,48,45
90469,57,94
90470,90,83
90471,61,78
90472,88,93
90473,87,61
90474,59,43
90475,89,85
90476,96,82
90477,93,45
90478,70,85
90479,75,87
90480,93,90
90481,46,86
90482,98,70
90483,83,79
90484,41,91
90485,81,85
90486,80,90
90487,80,67
90488,55,66
90489,57,90
90490,62,100
90491,50,83
90492,99,82
90493,73,50
90494,83,66
90495,98,97
90496,61,43
90497,79,50
90498,80,41
90499,56,53
90500,92,68
90501,61,62
90502,77,53
90503,73,93
90504,75,92
90505,98,77
90506,90,40
90507,64,76
90508,70,64
90509,43,87
90510,54,64
90511,55,76
90512,73,97
90513,68,85
90514,80,66
90515,43,89
90516,52,53
90517,65,79
90518,71,76
90519,86,56
90520,66,56
90521,87,44
90522,83,80
90523,50,98
90524,81,45
90525,74,94
90526,92,67
90527,65,71
90528,75,44
90529,54,80
90530,57,78
90531,74,77
90532,94,87
90533,82,81
90534,48,43
90535,44,94
90536,54,82
90537,54,75
90538,80,84
90539,57,60
90540,48,79
90541,44,58
90542,51,98
90543,55,50
90544,61,60
90545,58,65
90546,80,79
90547,96,69
90548,40,82
90549,54,46
90550,40,59
90551,74,44
90552,44,96
90553,62,44
90554,69,57
90555,47,60
90556,68,89
90557,51,86
90558,53,72
90559,84,98
90560,89,49
90561,75,82
90562,64,44
90563,53,70
90564,61,68
90565,97,62
90566,60,93
90567,92,71
90568,87,67
90569,78,90
90570,48,91
90571,68,62
90572,89,80
90573,68,44
90574,60,87
90575,57,47
90576,56,82
90577,50,65
90578,52,72
90579,81,66
90580,100,91
90581,94,75
90582,66,85
90583,69,75
90584,40,47
90585,57,87
90586,55,69
90587,67,46
90588,75,78
90589,87,80
90590,94,76
90591,89,93
90592,74,41
90593,64,48
90594,100,53
90595,44,60
90596,55,67
90597,44,56
90598,48,46
90599,95,67
90600,62,76
90601,66,59
90602,67,55
90603,50,52
90604,81,55
90605,69,53
90606,78,66
90607,48,44
90608,98,73
90609,58,96
90610,50,96
90611,62,74
90612,70,89
90613,91,43
90614,52,42
90615,47,72
90616,93,98
90617,53,49
90618,99,54
90619,96,96
90620,46,40
90621,94,98
90622,88,44
90623,76,96
90624,81,65
90625,94,46
90626,54,77
90627,97,58
90628,100,75
90629,72,80
90630,61,51
90631,46,72
90632,62,89
90633,67,79
90634,61,55
90635,57,46
90636,53,42
90637,95,41
90638,99,51
90639,68,42
90640,70,96
90641,68,64
90642,75,61
90643,53,79
90644,88,89
90645,41,49
90646,66,83
90647,86,79
90648,50,53
90649,75,89
90650,75,76
90651,71,72
90652,65,42
90653,82,43
90654,49,69
90655,48,85
90656,96,63
90657,63,67
90658,66,87
90659,59,41
90660,53,47
90661,100,42
90662,93,94
90663,95,97
90664,98,66
90665,41,92
90666,71,59
90667,78,89
90668,96,85
90669,59,88
90670,80,99
90671,99,62
90672,65,47
90673,81,57
90674,62,96
90675,59,79
90676,69,72
90677,91,57
90678,98,70
90679,41,77
90680,53,62
90681,53,40
90682,99,57
90683,44,61
90684,88,57
90685,61,56
90686,70,85
90687,61,90
90688,57,51
90689,97,56
90690,88,49
90691,95,41
90692,67,79
90693,70,63
90694,79,54
90695,68,72
90696,55,80
90697,58,44
90698,89,53
90699,93,77
90700,70,50
90701,50,56
90702,88,70
90703,80,96
90704,70,64
90705,92,72
90706,59,41
90707,42,47
90708,57,82
90709,64,77
90710,77,94
90711,51,67
90712,66,40
90713,84,57
90714,66,78
90715,98,94
90716,44,80
90717,53,66
90718,83,93
90719,47,99
90720,42,46
90721,79,41
90722,40,42
90723,73,63
90724,89,84
90725,48,73
90726,59,69
90727,78,54
90728,60,85
90729,67,100
90730,54,100
90731,63,40
90732,99,63
90733,73,94
90734,99,41
90735,82,71
90736,46,96
90737,59,54
90738,72,54
90739,100,87
90740,72,91
90741,40,62
90742,62,97
90743,83,89
90744,96,56
90745,60,92
90746,88,87
90747,97,45
90748,92,75
90749,78,55
90750,60,92
90751,71,100
90752,77,85
90753,76,72
90754,50,49
90755,99,55
90756,50,93
90757,99,78
90758,92,78
90759,98,83
90760,73,83
90761,82,90
90762,97,66
90763,68,83
90764,58,52
90765,86,90
90766,53,73
90767,46,88
90768,65,85
90769,89,80
90770,59,73
90771,40,92
90772,84,49
90773,96,43
90774,81,54
90775,67,72
90776,81,86
90777,88,89
90778,56,75
90779,90,85
90780,67,70
90781,74,79
90782,61,60
90783,90,74
90784,82,62
90785,48,72
90786,46,97
90787,59,85
90788,93,51
90789,87,85
90790,79,88
90791,78,72
90792,87,89
90793,53,43
90794,58,55
90795,51,45
90796,74,42
90797,45,58
90798,44,54
90799,48,41
90800,43,68
90801,75,60
90802,79,70
90803,50,72
90804,47,44
90805,60,53
90806,58,94
90807,65,75
90808,95,82
90809,95,72
90810,65,42
90811,68,52
90812,80,55
90813,87,95
90814,72,40
90815,60,56
90816,90,95
90817,61,80
90818,55,68
90819,88,56
90820,94,55
90821,43,65
90822,89,65
90823,77,51
90824,92,72
90825,58,56
90826,58,81
90827,54,92
90828,40,86
90829,40,54
90830,78,57
90831,100,73
90832,82,65
90833,88,82
90834,79,43
90835,78,50
90836,96,45
90837,90,70
90838,49,100
90839,57,50
90840,85,58
90841,59,96
90842,43,93
90843,56,81
90844,60,63
90845,74,74
90846,58,53
90847,83,69
90848,80,42
90849,100,77
90850,45,86
90851,43,78
90852,92,70
90853,55,65
90854,63,87
90855,49,75
90856,88,51
90857,43,42
90858,82,61
90859,86,74
90860,54,52
90861,56,42
90862,47,85
90863,50,61
90864,70,44
90865,99,51
90866,71,81
90867,70,82
90868,89,74
90869,97,41
90870,75,94
90871,68,95
90872,46,70
90873,72,95
90874,56,41
90875,88,81
90876,75,46
90877,89,93
90878,87,52
90879,93,82
90880,57,86
90881,86,87
90882,47,97
90883,48,67
90884,90,68
90885,58,48
90886,59,76
90887,57,45
90888,55,69
90889,91,75
90890,49,54
90891,96,48
90892,46,40
90893,76,70
90894,85,81
90895,79,95
90896,62,77
90897,69,65
90898,90,67
90899,82,84
90900,74,77
90901,50,45
90902,40,86
90903,48,77
90904,77,83
90905,43,52
90906,86,69
90907,83,62
90908,74,95
90909,76,62
90910,71,96
90911,63,74
90912,92,58
90913,49,84
90914,69,81
90915,75,77
90916,74,75
90917,95,89
90918,47,55
90919,43,98
90920,43,50
90921,54,47
90922,87,61
90923,48,91
90924,76,53
90925,67,60
90926,88,92
90927,79,76
90928,44,47
90929,88,96
90930,56,89
90931,71,95
90932,44,47
90933,62,76
90934,99,74
90935,67,64
90936,68,73
90937,92,70
90938,76,84
90939,55,43
90940,45,51
90941,67,90
90942,43,46
90943,58,73
90944,81,76
90945,71,57
90946,95,97
90947,93,79
90948,81,47
90949,90,80
90950,47,60
90951,96,70
90952,75,100
90953,44,49
90954,71,58
90955,90,42
90956,85,72
90957,85,67
90958,68,40
90959,75,72
90960,96,96
90961,45,93
90962,89,99
90963,89,48
90964,80,58
90965,43,41
90966,49,42
90967,74,94
90968,77,91
90969,55,92
90970,88,88
90971,64,75
90972,42,58
90973,45,72
90974,93,70
90975,93,62
90976,64,48
90977,44,67
90978,72,94
90979,76,85
90980,76,93
90981,67,71
90982,53,42
90983,94,82
90984,61,69
90985,81,96
90986,52,66
90987,80,48
90988,74,86
90989,86,52
90990,61,43
90991,82,44
90992,78,93
90993,69,51
90994,77,80
90995,98,98
90996,70,89
90997,76,91
90998,48,62
90999,76,54
91000,90,77
91001,44,97
91002,99,80
91003,74,97
91004,78,41
91005,96,67
91006,86,40
91007,47,56
91008,56,94
91009,79,64
91010,77,65
91011,63,87
91012,57,80
91013,63,87
91014,77,76
91015,96,49
91016,50,48
91017,65,64
91018,59,92
91019,97,45
91020,67,45
91021,59,49
91022,40,51
91023,69,54
91024,65,98
91025,79,99
91026,56,41
91027,91,41
91028,86,65
91029,95,49
91030,57,80
91031,81,94
91032,54,95
91033,99,48
91034,68,63
91035,97,85
91036,46,42
91037,89,61
91038,57,61
91039,77,97
91040,98,77
91041,66,79
91042,80,70
91043,47,78
91044,97,65
91045,80,44
91046,71,96
91047,44,66
91048,89,97
91049,67,51
91050,81,40
91051,54,97
91052,73,94
91053,99,79
91054,78,65
91055,94,43
91056,77,95
91057,87,85
91058,47,71
91059,43,72
91060,58,76
91061,83,72
91062,64,97
91063,58,40
91064,68,86
91065,86,49
91066,58,71
91067,69,62
91068,48,55
91069,87,64
91070,84,78
91071,77,91
91072,98,95
91073,99,80
91074,79,48
91075,83,94
91076,95,70
91077,93,91
91078,53,97
91079,82,72
91080,91,74
91081,74,62
91082,94,64
91083,59,90
91084,100,53
91085,42,81
91086,53,83
91087,69,72
91088,42,48
91089,89,67
91090,80,43
91091,96,55
91092,93,97
91093,81,42
91094,81,41
91095,49,89
91096,100,97
91097,95,81
91098,75,44
91099,95,95
91100,75,49
91101,49,46
91102,71,93
91103,41,59
91104,62,56
91105,61,42
91106,85,72
91107,87,44
91108,49,52
91109,89,90
91110,98,66
91111,84,84
91112,98,50
91113,66,67
91114,96,64
91115,82,93
91116,52,82
91117,46,59
91118,67,71
91119,79,75
91120,78,80
91121,49,49
91122,53,98
91123,41,88
91124,40,94
91125,78,89
91126,45,69
91127,83,86
91128,78,69
91129,68,71
91130,86,99
91131,61,87
91132,54,98
91133,86,66
91134,60,76
91135,78,96
91136,63,60
91137,90,71
91138,70,88
91139,58,58
91140,62,64
91141,79,87
91142,89,41
91143,70,62
91144,78,84
91145,70,57
91146,69,49
91147,52,81
91148,92,53
91149,98,97
91150,87,40
91151,92,81
91152,73,84
91153,99,52
91154,42,49
91155,64,48
91156,81,64
91157,73,89
91158,72,94
91159,64,70
91160,51,78
91161,49,85
91162,55,96
91163,56,98
91164,49,89
91165,48,90
91166,50,52
91167,68,42
91168,71,55
91169,98,99
91170,84,56
91171,92,95
91172,48,75
91173,93,57
91174,90,64
91175,100,46
91176,47,71
91177,89,69
91178,76,66
91179,70,72
91180,53,70
91181,66,79
91182,46,100
91183,90,90
91184,48,65
91185,54,97
91186,97,45
91187,46,71
91188,77,99
91189,42,61
91190,94,49
91191,75,49
91192,93,66
91193,82,83
91194,64,43
91195,78,79
91196,58,50
91197,79,61
91198,40,92
91199,99,87
91200,99,93
91201,82,95
91202,87,60
91203,64,47
91204,58,92
91205,75,87
91206,48,86
91207,87,56
91208,94,51
91209,81,66
91210,82,85
91211,52,83
91212,69,47
91213,81,50
91214,83,44
91215,84,45
91216,95,64
91217,48,78
91218,100,67
91219,51,82
91220,58,97
91221,74,50
91222,74,87
91223,48,92
91224,85,42
91225,78,49
91226,61,57
91227,75,57
91228,74,95
91229,63,92
91230,64,83
91231,49,59
91232,51,86
91233,71,57
91234,44,66
91235,89,91
91236,47,91
91237,84,87
91238,46,95
91239,66,42
91240,59,87
91241,81,52
91242,52,63
91243,72,92
91244,67,45
91245,55,100
91246,57,67
91247,80,70
91248,45,89
91249,57,73
91250,70,44
91251,70,52
91252,82,95
91253,48,63
91254,86,55
91255,48,48
91256,90,96
91257,79,80
91258,40,59
91259,87,49
91260,97,95
91261,82,42
91262,47,90
91263,40,56
91264,68,91
91265,55,40
91266,67,91
91267,80,83
91268,55,95
91269,85,43
91270,93,47
91271,98,50
91272,70,76
91273,54,85
91274,41,47
91275,99,99
91276,50,43
91277,74,78
91278,77,42
91279,57,98
91280,58,46
91281,58,73
91282,93,41
91283,43,99
91284,68,75
91285,84,50
91286,68,83
91287,92,57
91288,63,80
91289,81,70
91290,50,77
91291,67,100
91292,60,69
91293,73,43
91294,97,64
91295,74,54
91296,81,68
91297,70,66
91298,79,65
91299,50,56
91300,50,61
91301,94,47
91302,70,90
91303,81,85
91304,91,85
91305,91,45
91306,80,99
91307,72,89
91308,48,80
91309,96,66
91310,80,99
91311,70,48
91312,55,77
91313,87,82
91314,96,98
91315,98,92
91316,45,61
91317,77,57
91318,98,87
91319,70,86
91320,57,84
91321,94,99
91322,93,62
91323,87,62
91324,96,63
91325,78,70
91326,82,46
91327,86,75
91328,50,74
91329,45,74
91330,49,53
91331,88,99
91332,61,51
91333,72,78
91334,70,98
91335,89,77
91336,97,70
91337,52,45
91338,79,85
91339,88,89
91340,65,58
91341,91,69
91342,57,94
91343,59,59
91344,72,64
91345,95,79
91346,61,63
91347,98,71
91348,86,84
91349,91,43
91350,81,58
91351,65,72
91352,92,62
91353,60,97
91354,71,100
91355,68,80
91356,52,75
91357,75,91
91358,59,83
91359,72,82
91360,92,84
91361,87,59
91362,99,88
91363,40,41
91364,71,40
91365,48,54
91366,50,90
91367,92,53
91368,40,97
91369,64,40
91370,86,93
91371,69,91
91372,43,86
91373,86,91
91374,48,74
91375,40,93
91376,81,54
91377,87,42
91378,54,50
91379,73,70
91380,46,71
91381,54,61
91382,56,63
91383,84,79
91384,61,83
91385,88,68
91386,96,68
91387,49,89
91388,87,70
91389,73,100
91390,97,53
91391,84,46
91392,70,98
91393,57,55
91394,69,86
91395,54,69
91396,40,60
91397,96,55
91398,63,82
91399,99,60
91400,88,46
91401,46,52
91402,69,90
91403,86,40
91404,48,66
91405,46,60
91406,59,44
91407,60,73
91408,46,97
91409,68,99
91410,85,97
91411,74,59
91412,64,70
91413,80,98
91414,84,77
91415,66,85
91416,49,53
91417,95,89
91418,77,75
91419,84,66
91420,78,46
91421,78,72
91422,85,93
91423,67,89
91424,69,54
91425,73,90
91426,72,42
91427,95,84
91428,79,40
91429,72,48
91430,80,92
91431,71,89
91432,85,96
91433,94,60
91434,55,61
91435,56,83
91436,77,70
91437,44,100
91438,97,85
91439,99,42
91440,67,65
91441,94,68
91442,93,59
91443,70,41
91444,87,59
91445,56,79
91446,55,92
91447,43,53
91448,66,46
91449,63,67
91450,61,57
91451,64,58
91452,47,49
91453,69,84
91454,44,81
91455,48,100
91456,87,57
91457,89,48
91458,58,51
91459,86,78
91460,91,90
91461,62,92
91462,45,89
91463,55,54
91464,50,84
91465,99,46
91466,59,73
91467,62,90
91468,79,57
91469,97,70
91470,73,64
91471,77,68
91472,92,72
91473,81,49
91474,100,97
91475,51,48
91476,70,86
91477,69,89
91478,52,90
91479,42,95
91480,96,43
91481,47,92
91482,87,91
91483,82,68
91484,87,60
91485,97,41
91486,64,85
91487,70,43
91488,87,46
91489,89,97
91490,82,73
91491,96,86
91492,58,69
91493,88,81
91494,75,99
91495,59,52
91496,94,84
91497,86,88
91498,69,43
91499,80,61
91500,85,44
91501,59,40
91502,66,57
91503,78,47
91504,60,52
91505,87,46
91506,67,48
91507,46,92
91508,99,78
91509,40,83
91510,72,77
91511,45,59
91512,57,75
